,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,state,country_code,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
549,1.0,0,1,Upper West Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,23,1.69,3.0,0.75,2,0.75,2,30,316,142,92.0,9.0,9.0,9.0,10.0,10.0,9.0,0,0,0.02,1,1,1.83
550,1.0,1,1,Upper East Side,Manhattan,NY,US,Private room,2,1.0,1.0,2.0,Real Bed,44,0.89,1.25,0.19,1,0.46,2,40,344,225,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,1,1,2.88
551,1.0,0,1,Harlem,Manhattan,NY,US,Private room,3,1.5,1.0,1.0,Real Bed,63,0.85,1.0,0.25,2,0.2,1,26,179,399,92.0,9.0,9.0,9.0,10.0,9.0,9.0,1,0,0.02,1,1,5.15
552,1.0,0,1,Bushwick,Brooklyn,NY,US,Entire home/apt,3,1.0,0.0,1.0,Real Bed,14,1.2,1.5,0.5,1,0.0,5,7,0,3,100.0,9.0,9.0,9.0,10.0,9.0,9.0,1,0,0.0,0,0,0.04
553,1.0,0,0,Two Bridges,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,22,0.8,0.0,0.25,1,0.15,3,60,75,44,94.0,9.0,9.0,9.0,9.0,8.0,9.0,1,0,0.01,0,0,0.57
554,1.0,0,1,Kips Bay,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,9,1.35,4.0,0.95,2,0.5,3,21,279,117,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,1,1,1.5
555,1.0,1,1,Brooklyn Heights,Brooklyn,NY,US,Entire home/apt,16,5.5,5.0,12.0,Real Bed,28,8.0,10.0,2.5,10,0.25,4,99,55,58,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.75
556,1.0,0,1,Long Island City,Queens,NY,US,Entire home/apt,10,2.0,5.0,6.0,Real Bed,8,3.5,3.0,1.5,6,0.25,2,365,329,164,89.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,2.2
557,1.0,0,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,3,1.0,0.0,1.0,Real Bed,22,1.45,5.0,1.0,2,0.0,30,365,354,34,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.44
558,1.0,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,5,1.0,1.0,3.0,Real Bed,14,1.05,1.0,1.0,2,0.2,4,365,250,4,100.0,10.0,9.0,9.0,8.0,8.0,9.0,0,0,0.02,1,1,0.08
559,1.0,1,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,24,1.95,2.5,0.85,2,0.25,1,1125,228,297,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,1,1,3.78
560,1.0,0,1,Fort Greene,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,22,1.05,0.0,1.5,2,0.0,60,100,123,3,100.0,9.0,7.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.04
561,0.9,0,0,Crown Heights,Brooklyn,NY,US,Private room,2,1.0,0.0,1.0,Real Bed,8,0.76,0.0,0.5,1,0.15,7,30,90,2,70.0,7.0,7.0,7.0,6.0,9.0,6.0,0,0,0.0,0,0,0.36
562,0.86,0,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,9,1.25,6.0,1.4,2,0.25,7,35,8,9,100.0,9.0,9.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.12
563,0.84,0,1,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,18,0.8,3.5,1.2,2,0.35,30,1125,365,32,79.0,9.0,9.0,9.0,9.0,9.0,8.0,0,0,0.0,0,0,0.41
564,0.92,0,0,Upper East Side,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,27,0.95,0.0,0.7,1,0.5,3,90,311,5,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,0.07
565,1.0,0,1,Woodside,Queens,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,34,0.75,1.0,0.15,1,0.0,2,30,341,234,95.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,0.02,1,1,3.0
566,1.0,0,1,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,19,1.15,3.5,0.58,2,0.28,7,1125,178,8,100.0,9.0,9.0,9.0,9.0,8.0,9.0,0,0,0.02,0,0,0.1
567,1.0,0,0,Clinton Hill,Brooklyn,NY,US,Entire home/apt,10,4.5,5.0,7.0,Real Bed,56,3.5,10.0,3.0,6,0.45,4,30,0,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.13
568,1.0,1,0,Crown Heights,Brooklyn,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,18,0.85,1.0,0.5,2,0.0,3,1125,266,94,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,1,1.2
569,1.0,0,1,Fort Hamilton,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,23,0.99,5.0,1.0,2,0.2,24,300,0,3,93.0,9.0,9.0,10.0,9.0,9.0,9.0,0,0,0.02,0,0,0.06
570,1.0,1,1,Gowanus,Brooklyn,NY,US,Private room,4,1.0,1.0,3.0,Real Bed,17,1.25,4.0,1.0,1,0.15,3,1125,276,17,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,1,1,0.22
571,1.0,1,1,Chelsea,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,29,1.7,0.0,0.0,1,0.1,2,7,298,167,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,1,1,2.21
572,1.0,0,1,Chelsea,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,2.0,Real Bed,11,1.35,1.0,0.3,2,0.2,2,1125,100,38,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.0,0,0,0.49
573,1.0,0,1,Sunset Park,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,23,0.92,2.0,0.6,1,0.0,2,90,0,40,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,0.51
574,0.9,0,1,West Village,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,2.0,Real Bed,15,1.75,7.5,1.25,2,0.45,5,90,328,45,91.0,9.0,9.0,9.0,9.0,10.0,9.0,0,0,0.02,0,0,0.6
575,1.0,0,1,Greenpoint,Brooklyn,NY,US,Entire home/apt,1,1.0,1.0,1.0,Real Bed,24,2.0,2.5,1.5,2,0.0,7,1125,338,19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.25
576,1.0,1,1,East Village,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,30,1.95,2.5,0.45,4,1.25,2,300,19,53,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,1,0.7
577,1.0,0,1,East Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,2.0,Real Bed,37,0.5,5.0,0.75,1,0.5,2,180,26,16,91.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,0.02,0,0,0.91
578,1.0,0,1,Sunset Park,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Futon,12,0.5,2.0,0.15,1,0.0,2,5,25,27,90.0,10.0,9.0,10.0,9.0,9.0,9.0,0,0,0.01,0,0,0.36
579,1.0,0,1,East Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,29,0.8,0.0,0.6,2,0.1,3,21,0,46,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0.01,0,1,0.73
580,1.0,0,1,DUMBO,Brooklyn,NY,US,Entire home/apt,5,1.5,2.0,3.0,Real Bed,22,2.23,4.0,1.75,4,0.4,3,90,31,118,91.0,10.0,8.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.55
581,0.3,0,1,Midtown,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,19,0.99,5.0,0.74,1,0.05,14,260,345,30,90.0,9.0,8.0,10.0,10.0,10.0,9.0,0,0,0.02,0,1,0.39
582,1.0,1,1,Harlem,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,30,1.0,1.0,2.0,1,0.5,2,21,0,24,94.0,9.0,9.0,9.0,10.0,9.0,9.0,0,0,0.02,0,0,0.32
583,1.0,0,0,Park Slope,Brooklyn,NY,US,Entire home/apt,5,2.0,3.0,3.0,Real Bed,25,2.2,0.0,1.0,1,0.0,3,1125,22,9,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,0.18
584,0.8,0,1,Chinatown,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,40,1.65,1.0,1.0,1,0.0,5,60,330,18,89.0,9.0,9.0,9.0,10.0,9.0,9.0,0,0,0.02,0,0,0.23
585,0.88,0,0,Upper East Side,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,25,1.0,22.0,1.0,1,0.25,60,365,355,3,80.0,8.0,8.0,6.0,10.0,8.0,8.0,0,0,0.02,0,0,0.04
586,0.8,0,0,Chinatown,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,15,1.55,0.0,1.2,1,0.0,2,1125,299,131,89.0,9.0,9.0,10.0,9.0,9.0,9.0,1,0,0.01,0,0,1.72
587,1.0,0,1,Sunset Park,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,19,0.5,6.0,0.6,1,0.4,12,24,255,2,100.0,9.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,0.03
588,1.0,1,1,East Elmhurst,Queens,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,23,0.85,1.0,0.28,1,0.47,1,1125,358,207,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,1,1,2.76
589,1.0,1,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,39,1.0,3.0,1.4,2,0.0,30,182,0,29,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,1,1,0.38
590,1.0,1,1,Flatbush,Brooklyn,NY,US,Private room,2,2.0,1.0,1.0,Real Bed,36,0.81,2.0,0.25,1,0.1,1,90,36,154,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,3.91
591,1.0,1,1,Flatbush,Brooklyn,NY,US,Private room,1,2.0,1.0,1.0,Real Bed,36,0.37,2.0,0.2,1,0.0,1,90,28,122,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,1.61
592,1.0,0,0,South Slope,Brooklyn,NY,US,Entire home/apt,8,2.5,4.0,4.0,Real Bed,23,2.49,5.0,2.0,4,0.75,3,1125,68,9,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.25
593,0.0,0,1,Gowanus,Brooklyn,NY,US,Private room,4,1.0,2.0,4.0,Real Bed,18,0.8,0.0,0.2,2,0.15,2,7,268,35,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,1,1,0.45
594,1.0,0,0,Upper West Side,Manhattan,NY,US,Entire home/apt,5,1.0,2.0,2.0,Real Bed,22,2.5,3.0,0.95,1,0.5,4,8,7,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.04
595,1.0,1,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,17,1.2,4.0,0.35,1,0.0,1,1125,315,105,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,1,1,1.37
596,0.92,1,0,Civic Center,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,25,0.8,18.5,0.0,1,0.3,30,365,266,222,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,2.84
597,1.0,0,1,Upper West Side,Manhattan,NY,US,Private room,1,1.0,2.0,1.0,Real Bed,23,0.93,1.0,0.7,1,0.25,14,90,191,77,95.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,1,1,1.0
598,1.0,0,1,Crown Heights,Brooklyn,NY,US,Entire home/apt,5,2.0,2.0,2.0,Real Bed,27,2.75,2.5,0.5,1,0.0,7,90,330,2,100.0,10.0,10.0,10.0,10.0,9.0,8.0,0,0,0.02,0,0,0.16
599,1.0,1,0,Astoria,Queens,NY,US,Entire home/apt,7,1.0,2.0,2.0,Real Bed,25,1.09,1.0,0.8,2,0.15,2,1125,195,279,94.0,9.0,9.0,10.0,10.0,10.0,10.0,1,0,0.02,1,1,4.69
600,1.0,0,1,East Village,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,26,2.2,1.0,1.25,2,0.25,4,29,327,146,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,1,1,1.87
601,1.0,1,1,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,15,0.85,0.0,0.35,1,0.15,3,90,351,97,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,1.31
602,0.57,0,1,Greenwich Village,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,9,1.65,5.0,1.0,2,0.0,30,365,305,19,86.0,9.0,9.0,9.0,10.0,9.0,9.0,0,0,0.02,0,0,0.25
603,1.0,0,1,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,53,0.79,1.75,0.25,1,0.1,30,1125,365,182,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,1,1,2.33
604,1.0,0,1,Jamaica,Queens,NY,US,Private room,4,1.0,1.0,2.0,Real Bed,24,0.78,1.5,0.25,1,0.12,2,365,358,13,87.0,9.0,9.0,9.0,9.0,8.0,9.0,0,0,0.02,0,0,0.17
605,1.0,0,0,Upper West Side,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,21,0.99,2.5,0.4,2,0.0,1,120,299,238,89.0,9.0,9.0,10.0,9.0,10.0,9.0,0,0,0.01,0,0,3.33
606,1.0,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,25,2.5,35.0,1.35,2,0.5,7,300,145,79,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,1.05
607,1.0,1,1,Prospect-Lefferts Gardens,Brooklyn,NY,US,Private room,2,2.0,1.0,1.0,Real Bed,30,0.46,3.5,0.6,1,0.1,1,500,359,167,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,1,1,2.15
608,1.0,0,1,Upper West Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Futon,24,1.02,2.5,0.75,1,0.5,3,30,0,34,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.54
609,1.0,1,1,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,41,0.79,3.0,0.25,1,0.2,1,30,340,119,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,1,1,1.56
610,1.0,0,1,Upper East Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,1.98,0.0,0.75,1,0.0,3,35,68,7,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.59
611,0.9,0,0,East Flatbush,Brooklyn,NY,US,Entire home/apt,10,1.0,2.0,5.0,Real Bed,25,1.33,1.0,1.0,2,0.25,4,1125,361,93,89.0,9.0,9.0,9.0,9.0,8.0,9.0,0,0,0.02,1,1,1.32
612,1.0,0,1,Upper West Side,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,29,1.2,3.0,1.0,1,0.0,30,720,206,14,89.0,9.0,7.0,9.0,9.0,10.0,9.0,0,0,0.02,0,0,0.19
613,1.0,1,0,Prospect Heights,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Futon,39,0.65,6.0,0.4,1,0.25,2,90,44,25,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,1.15
614,1.0,1,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,21,1.2,5.0,0.4,1,0.4,2,14,43,105,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,3.98
615,1.0,0,0,Harlem,Manhattan,NY,US,Entire home/apt,2,1.0,2.0,2.0,Real Bed,21,5.29,5.0,0.5,2,0.6,31,365,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.05
616,1.0,0,1,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,39,2.17,3.5,0.6,2,0.2,2,17,14,43,94.0,9.0,9.0,9.0,10.0,10.0,9.0,1,0,0.02,0,0,0.57
617,1.0,1,1,Greenpoint,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,15,0.75,1.0,0.75,1,0.0,2,1000,0,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.29
618,1.0,1,1,Harlem,Manhattan,NY,US,Entire home/apt,5,1.0,2.0,2.0,Real Bed,27,1.85,1.0,0.5,2,0.2,1,21,284,70,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,0.9
619,1.0,1,0,Ditmars Steinway,Queens,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,35,0.54,10.0,0.0,1,0.1,1,180,48,165,92.0,9.0,9.0,10.0,9.0,9.0,9.0,1,0,0.02,1,1,2.15
620,1.0,1,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,1.99,5.0,0.95,2,0.0,3,15,16,30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.45
621,1.0,0,0,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,3,1.0,0.0,1.0,Real Bed,11,1.95,3.0,0.8,2,0.5,30,120,179,4,85.0,9.0,8.0,10.0,10.0,10.0,8.0,1,0,0.02,0,0,0.74
622,1.0,1,1,Chinatown,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,18,0.95,3.0,0.5,1,0.7,28,188,112,26,95.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,1,1,0.34
623,0.86,0,1,Greenwich Village,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,18,0.99,4.0,0.3,1,1.3,3,29,44,72,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,1,0.94
624,1.0,1,1,South Slope,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Futon,21,0.5,0.0,0.17,1,0.21,2,3,257,189,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,2.52
625,0.25,0,0,Clinton Hill,Brooklyn,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,7,1.2,2.5,0.5,2,0.17,3,60,307,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.03
626,0.9,1,1,East Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,28,0.75,0.0,0.75,1,0.25,3,95,33,33,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,0.44
627,1.0,0,1,Clinton Hill,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,14,1.55,5.0,1.0,2,0.25,10,90,204,60,92.0,10.0,9.0,9.0,10.0,9.0,9.0,0,0,0.02,1,1,0.79
628,1.0,0,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,27,1.95,0.0,1.25,2,0.3,1,91,222,313,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,1,1,4.14
629,1.0,0,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,3,1.0,2.0,1.0,Real Bed,24,2.75,10.0,1.5,2,0.25,7,30,307,34,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.51
630,1.0,0,1,Arverne,Queens,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,6,0.92,1.0,0.25,2,0.25,1,1125,0,55,95.0,9.0,9.0,10.0,10.0,8.0,9.0,0,0,0.01,0,0,0.73
631,0.5,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,18,1.1,5.0,0.8,2,0.0,6,30,0,9,93.0,9.0,10.0,9.0,9.0,9.0,9.0,0,0,0.0,0,0,0.18
632,0.9,0,1,Greenwich Village,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,21,2.15,3.0,0.85,1,0.0,30,1125,304,109,94.0,10.0,9.0,9.0,10.0,10.0,9.0,0,0,0.02,0,0,1.43
633,1.0,0,1,Greenpoint,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,19,1.75,4.25,0.65,2,0.2,3,250,191,88,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,1.18
634,1.0,0,1,Harlem,Manhattan,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,10,0.59,0.0,0.35,1,0.4,1,7,359,18,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,0.24
635,1.0,0,1,West Village,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,2.0,Real Bed,11,1.98,5.0,0.85,1,0.0,29,365,130,31,95.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.42
636,1.0,0,1,SoHo,Manhattan,NY,US,Entire home/apt,2,1.5,1.0,1.0,Real Bed,20,1.99,5.0,1.2,5,0.0,30,800,287,9,93.0,10.0,9.0,10.0,10.0,10.0,8.0,0,0,0.02,0,0,0.12
637,1.0,0,1,Lower East Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,21,2.3,4.0,1.05,1,0.0,25,1125,223,49,93.0,9.0,10.0,10.0,9.0,9.0,9.0,0,0,0.01,0,0,0.63
638,1.0,0,1,Crown Heights,Brooklyn,NY,US,Private room,2,1.0,1.0,2.0,Real Bed,25,0.9,10.0,0.8,1,0.1,9,60,69,10,91.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,0.14
639,0.93,0,0,Crown Heights,Brooklyn,NY,US,Entire home/apt,6,1.0,2.0,2.0,Real Bed,40,1.85,4.0,1.25,2,0.25,1,1125,344,196,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,2.58
640,1.0,0,0,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,17,0.79,10.0,0.6,1,0.45,3,90,354,40,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,1,1,0.59
641,1.0,1,0,SoHo,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,10,1.19,0.0,0.3,1,0.0,1,1125,333,103,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.53
642,1.0,0,0,Park Slope,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,36,1.52,4.0,0.6,1,0.4,2,10,304,23,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.3
643,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,13,0.54,2.0,0.2,1,0.3,2,1125,156,19,92.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,1,1,0.26
644,1.0,0,0,Upper West Side,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,12,2.27,3.0,1.0,2,0.0,4,10,199,4,95.0,10.0,8.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.08
645,0.8,0,0,Murray Hill,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,21,1.65,0.95,0.6,1,0.0,1,1125,148,273,89.0,9.0,9.0,9.0,10.0,10.0,9.0,1,0,0.01,0,0,3.72
646,1.0,0,0,Inwood,Manhattan,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,39,0.55,2.5,1.1,2,0.05,5,18,90,154,89.0,8.0,9.0,9.0,9.0,8.0,9.0,0,0,0.02,0,0,2.01
647,1.0,0,0,Rockaway Beach,Queens,NY,US,Private room,2,1.0,2.0,2.0,Real Bed,17,0.56,0.0,0.1,1,0.3,2,31,364,14,96.0,9.0,10.0,10.0,9.0,10.0,10.0,0,0,0.02,1,1,0.19
648,1.0,0,0,Inwood,Manhattan,NY,US,Private room,4,1.0,1.0,2.0,Real Bed,39,0.55,5.0,1.2,2,0.05,5,18,41,132,89.0,9.0,9.0,9.0,9.0,8.0,9.0,0,0,0.02,0,0,1.72
649,0.96,0,1,Chelsea,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,34,1.11,1.0,0.25,1,0.25,1,14,0,409,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,5.3
650,1.0,0,0,East Village,Manhattan,NY,US,Entire home/apt,5,1.0,2.0,3.0,Real Bed,21,2.85,0.0,0.75,4,0.17,2,365,4,134,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,1.77
651,1.0,0,0,Chelsea,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,29,2.75,4.5,1.0,2,0.5,4,1000,16,55,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,0.73
652,1.0,0,0,Williamsburg,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,21,0.77,0.0,0.25,1,0.25,3,60,0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.1
653,1.0,1,1,East Village,Manhattan,NY,US,Entire home/apt,2,1.0,2.0,2.0,Real Bed,18,2.95,7.5,1.0,2,0.5,3,21,310,75,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,1,1,1.0
654,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,10,2.0,4.0,7.0,Real Bed,40,1.6,1.0,0.75,6,0.15,1,120,189,293,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,1,3.92
655,1.0,0,1,Harlem,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,24,1.35,1.5,0.3,2,0.0,1,12,0,99,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,1,1,1.31
656,0.8,0,1,Chelsea,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,2.0,Real Bed,21,2.29,3.0,0.9,2,0.0,4,1125,0,10,86.0,10.0,9.0,9.0,8.0,9.0,8.0,0,0,0.02,0,0,0.13
